review_id,hotel_id,rating,review_text,publish_decision,rejection_reasons,flags,tags,sentiment,summary,detected_signals,analyzed_at,model_name,prompt_version
R332,HOTEL_001,1,"Bad experience, too much noise at night. Call me at 9876543210",REJECT,['CONTACT_INFO_MENTIONED'],[],"['CONTACT_INFO_MENTIONED', 'NOISE']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. Call me at 9876543210","{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R333,HOTEL_001,4,"Amazing service, bathroom was spotless",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R334,HOTEL_001,3,Stay was acceptable for one night. Owner Mr Sharma was present,REJECT,['OWNER_MENTIONED'],[],['OWNER_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Owner Mr Sharma was present,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R335,HOTEL_001,4,Loved the breakfast buffet and staff behavior. Price is too high for this hotel,PUBLISH,[],[],"['SERVICE_STAFF', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. Price is too high for this hotel,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R336,HOTEL_001,3,"Okay experience, food was average",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_NEUTRAL,"Okay experience, food was average","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R337,HOTEL_001,3,Stay was acceptable for one night. Check www.fakehotel.com,REJECT,['SPAM_OR_LINK'],[],"['CHECKIN_CHECKOUT', 'SPAM_SUSPECT']",SENTIMENT_NEUTRAL,Stay was acceptable for one night. Check www.fakehotel.com,"{'price': False, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R338,HOTEL_001,3,Stay was acceptable for one night. Tariff was 5200 INR,REJECT,['PRICE_MENTIONED'],[],['PRICE_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Tariff was 5200 INR,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R339,HOTEL_001,4,Loved the breakfast buffet and staff behavior. Price is too high for this hotel. My number is 9123456789,REJECT,['CONTACT_INFO_MENTIONED'],[],"['SERVICE_STAFF', 'CONTACT_INFO_MENTIONED', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. Price is too high for this hotel. My number is 9123456789,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R340,HOTEL_001,3,Stay was acceptable for one night. Price is too high for this hotel,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Price is too high for this hotel,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R341,HOTEL_001,3,Rooms were fine but service was slow. I paid 6000 per night,REJECT,['PRICE_MENTIONED'],[],"['ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. I paid 6000 per night,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R342,HOTEL_001,5,"Amazing service, bathroom was spotless. Manager Ravi handled the issue",REJECT,['OWNER_MENTIONED'],[],"['OWNER_MENTIONED', 'BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. Manager Ravi handled the issue","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R343,HOTEL_001,3,"Hotel was okay, nothing special. Email me at test@gmail.com",REJECT,['CONTACT_INFO_MENTIONED'],[],['CONTACT_INFO_MENTIONED'],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Email me at test@gmail.com","{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R344,HOTEL_001,1,"Not worth it, rooms were smelly. Tariff was 5200 INR. Check www.fakehotel.com",REJECT,"['PRICE_MENTIONED', 'SPAM_OR_LINK']",[],"['CHECKIN_CHECKOUT', 'ROOM_QUALITY', 'SPAM_SUSPECT', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Not worth it, rooms were smelly. Tariff was 5200 INR. Check www.fakehotel.com","{'price': True, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R345,HOTEL_001,2,Poor maintenance and rude staff. Cost was ₹4500,REJECT,['PRICE_MENTIONED'],[],"['SERVICE_STAFF', 'PRICE_MENTIONED', 'MAINTENANCE']",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. Cost was ₹4500,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R346,HOTEL_001,1,"Not worth it, rooms were smelly. Cost was ₹4500",REJECT,['PRICE_MENTIONED'],[],"['ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Not worth it, rooms were smelly. Cost was ₹4500","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R347,HOTEL_001,4,Excellent hotel with prime location and good amenities,PUBLISH,[],[],['LOCATION'],SENTIMENT_POSITIVE,Excellent hotel with prime location and good amenities,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R348,HOTEL_001,3,Location achi hai but noise zyada tha,PUBLISH,[],[],"['LOCATION', 'NOISE']",SENTIMENT_NEUTRAL,Location achi hai but noise zyada tha,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R349,HOTEL_001,2,"Terrible hotel, bathroom smelled bad",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom smelled bad","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R350,HOTEL_001,3,"Okay experience, food was average",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_NEUTRAL,"Okay experience, food was average","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R351,HOTEL_001,3,"Hotel was okay, nothing special. Manager Ravi handled the issue",REJECT,['OWNER_MENTIONED'],[],['OWNER_MENTIONED'],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Manager Ravi handled the issue","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R352,HOTEL_001,3,Rooms were fine but service was slow. I paid 6000 per night. My number is 9123456789,REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED']",[],"['ROOM_QUALITY', 'CONTACT_INFO_MENTIONED', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. I paid 6000 per night. My number is 9123456789,"{'price': True, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R353,HOTEL_001,3,Rooms were fine but service was slow,PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,Rooms were fine but service was slow,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R354,HOTEL_001,4,Gym and pool were well maintained. Call me at 9876543210. Manager Ravi handled the issue,REJECT,"['CONTACT_INFO_MENTIONED', 'OWNER_MENTIONED']",[],"['AMENITIES', 'OWNER_MENTIONED', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Call me at 9876543210. Manager Ravi handled the issue,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R355,HOTEL_001,3,Stay was acceptable for one night. Owner Mr Sharma was present,REJECT,['OWNER_MENTIONED'],[],['OWNER_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Owner Mr Sharma was present,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R356,HOTEL_001,4,"Amazing service, bathroom was spotless. This hotel is shit",REJECT,['ABUSIVE_CONTENT'],[],"['BATHROOM', 'ROOM_QUALITY', 'ABUSIVE_CONTENT']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. This hotel is shit","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R357,HOTEL_001,2,Overall stay okay tha. Tariff was 5200 INR. More details at http://spamlink.com,REJECT,"['PRICE_MENTIONED', 'SPAM_OR_LINK']",[],"['SPAM_SUSPECT', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Overall stay okay tha. Tariff was 5200 INR. More details at http://spamlink.com,"{'price': True, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R358,HOTEL_001,2,"Bad experience, too much noise at night. Email me at test@gmail.com",REJECT,['CONTACT_INFO_MENTIONED'],[],"['CONTACT_INFO_MENTIONED', 'NOISE']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. Email me at test@gmail.com","{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R359,HOTEL_001,3,Rooms were fine but service was slow. Call me at 9876543210,REJECT,['CONTACT_INFO_MENTIONED'],[],"['ROOM_QUALITY', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Call me at 9876543210,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R360,HOTEL_001,4,"Very comfortable rooms, will definitely visit again",PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R361,HOTEL_001,2,"Terrible hotel, bathroom smelled bad. Contact: demo@yahoo.com",REJECT,['CONTACT_INFO_MENTIONED'],[],"['BATHROOM', 'ROOM_QUALITY', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom smelled bad. Contact: demo@yahoo.com","{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R362,HOTEL_001,1,"Worst stay ever, very dirty rooms. Cost was ₹4500. This hotel is shit",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500. This hotel is shit","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R363,HOTEL_001,3,Stay was acceptable for one night. Manager Ravi handled the issue,REJECT,['OWNER_MENTIONED'],[],['OWNER_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Manager Ravi handled the issue,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R364,HOTEL_001,5,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R365,HOTEL_001,5,Excellent hotel with prime location and good amenities. Tariff was 5200 INR,REJECT,['PRICE_MENTIONED'],[],"['LOCATION', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,Excellent hotel with prime location and good amenities. Tariff was 5200 INR,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R366,HOTEL_001,1,"Bad experience, too much noise at night. Manager Ravi handled the issue",REJECT,['OWNER_MENTIONED'],[],"['OWNER_MENTIONED', 'NOISE']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. Manager Ravi handled the issue","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R367,HOTEL_001,2,Poor maintenance and rude staff,PUBLISH,[],[],"['SERVICE_STAFF', 'MAINTENANCE']",SENTIMENT_NEGATIVE,Poor maintenance and rude staff,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R368,HOTEL_001,4,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R369,HOTEL_001,3,"Hotel was okay, nothing special",PUBLISH,[],[],[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R370,HOTEL_001,3,Stay was acceptable for one night. I paid 6000 per night,REJECT,['PRICE_MENTIONED'],[],['PRICE_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. I paid 6000 per night,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R371,HOTEL_001,3,"Average stay, decent location",PUBLISH,[],[],['LOCATION'],SENTIMENT_NEUTRAL,"Average stay, decent location","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R372,HOTEL_001,4,Location achi hai but noise zyada tha. Price is too high for this hotel,PUBLISH,[],[],"['LOCATION', 'NOISE']",SENTIMENT_NEUTRAL,Location achi hai but noise zyada tha. Price is too high for this hotel,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R373,HOTEL_001,2,"Terrible hotel, bathroom smelled bad",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom smelled bad","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R374,HOTEL_001,3,Location achi hai but noise zyada tha. Tariff was 5200 INR,REJECT,['PRICE_MENTIONED'],[],"['LOCATION', 'NOISE', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Location achi hai but noise zyada tha. Tariff was 5200 INR,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R375,HOTEL_001,5,"Amazing service, bathroom was spotless. Tariff was 5200 INR",REJECT,['PRICE_MENTIONED'],[],"['BATHROOM', 'ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. Tariff was 5200 INR","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R376,HOTEL_001,1,"Bad experience, too much noise at night. I paid 6000 per night. My number is 9123456789. Check www.fakehotel.com. Manager Ravi handled the issue",REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED', 'SPAM_OR_LINK', 'OWNER_MENTIONED']",[],"['CONTACT_INFO_MENTIONED', 'CHECKIN_CHECKOUT', 'OWNER_MENTIONED', 'SPAM_SUSPECT', 'NOISE', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. I paid 6000 per night. My number is 9123456789. Check www.fakehotel.com. Manage...","{'price': True, 'phone': True, 'email': False, 'link': True, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R377,HOTEL_001,3,"Okay experience, food was average. I paid 6000 per night. More details at http://spamlink.com",REJECT,"['PRICE_MENTIONED', 'SPAM_OR_LINK']",[],"['SPAM_SUSPECT', 'RESTAURANT_FOOD', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Okay experience, food was average. I paid 6000 per night. More details at http://spamlink.com","{'price': True, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R378,HOTEL_001,4,"Amazing service, bathroom was spotless",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R379,HOTEL_001,2,"Food theek tha, nothing great. My number is 9123456789. Email me at test@gmail.com",REJECT,['CONTACT_INFO_MENTIONED'],[],"['CONTACT_INFO_MENTIONED', 'RESTAURANT_FOOD']",SENTIMENT_POSITIVE,"Food theek tha, nothing great. My number is 9123456789. Email me at test@gmail.com","{'price': False, 'phone': True, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R380,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R381,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R382,HOTEL_001,1,"Terrible hotel, bathroom smelled bad. Cost was ₹4500",REJECT,['PRICE_MENTIONED'],[],"['BATHROOM', 'ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom smelled bad. Cost was ₹4500","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R383,HOTEL_001,4,"Amazing service, bathroom was spotless",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R384,HOTEL_001,3,"Hotel was okay, nothing special",PUBLISH,[],[],[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R385,HOTEL_001,2,AC was not working properly,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,AC was not working properly,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R386,HOTEL_001,1,"Bad experience, too much noise at night. I paid 6000 per night",REJECT,['PRICE_MENTIONED'],[],"['NOISE', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. I paid 6000 per night","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R387,HOTEL_001,4,"Amazing service, bathroom was spotless. More details at http://spamlink.com",REJECT,['SPAM_OR_LINK'],[],"['BATHROOM', 'ROOM_QUALITY', 'SPAM_SUSPECT']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. More details at http://spamlink.com","{'price': False, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R388,HOTEL_001,5,"Amazing service, bathroom was spotless. Cost was ₹4500",REJECT,['PRICE_MENTIONED'],[],"['BATHROOM', 'ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. Cost was ₹4500","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R389,HOTEL_001,5,Loved the breakfast buffet and staff behavior. I paid 6000 per night,REJECT,['PRICE_MENTIONED'],[],"['SERVICE_STAFF', 'PRICE_MENTIONED', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. I paid 6000 per night,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R390,HOTEL_001,3,"Hotel was okay, nothing special. I paid 6000 per night. Manager Ravi handled the issue",REJECT,"['PRICE_MENTIONED', 'OWNER_MENTIONED']",[],"['OWNER_MENTIONED', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. I paid 6000 per night. Manager Ravi handled the issue","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R391,HOTEL_001,3,"Okay experience, food was average",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_NEUTRAL,"Okay experience, food was average","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R392,HOTEL_001,4,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R393,HOTEL_001,4,Excellent hotel with prime location and good amenities,PUBLISH,[],[],['LOCATION'],SENTIMENT_POSITIVE,Excellent hotel with prime location and good amenities,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R394,HOTEL_001,1,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R395,HOTEL_001,2,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R396,HOTEL_001,1,"Not worth it, rooms were smelly",PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,"Not worth it, rooms were smelly","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R397,HOTEL_001,3,"Food theek tha, nothing great. This hotel is shit",REJECT,['ABUSIVE_CONTENT'],[],"['ABUSIVE_CONTENT', 'RESTAURANT_FOOD']",SENTIMENT_POSITIVE,"Food theek tha, nothing great. This hotel is shit","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R398,HOTEL_001,4,Gym and pool were well maintained. My number is 9123456789. Manager Ravi handled the issue,REJECT,"['CONTACT_INFO_MENTIONED', 'OWNER_MENTIONED']",[],"['AMENITIES', 'OWNER_MENTIONED', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. My number is 9123456789. Manager Ravi handled the issue,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R399,HOTEL_001,3,"Average stay, decent location. Worst service, staff is stupid",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['LOCATION', 'SERVICE_STAFF', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Average stay, decent location. Worst service, staff is stupid","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R400,HOTEL_001,3,Rooms were fine but service was slow,PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,Rooms were fine but service was slow,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R401,HOTEL_001,3,"Food theek tha, nothing great. Price is too high for this hotel. Call me at 9876543210. Manager Ravi handled the issue",REJECT,"['CONTACT_INFO_MENTIONED', 'OWNER_MENTIONED']",[],"['OWNER_MENTIONED', 'CONTACT_INFO_MENTIONED', 'RESTAURANT_FOOD']",SENTIMENT_POSITIVE,"Food theek tha, nothing great. Price is too high for this hotel. Call me at 9876543210. Manager Ravi handled the issue","{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R402,HOTEL_001,4,"Amazing service, bathroom was spotless",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
